0,1,2,3,4,5,6,7,8,9,
0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
0.01,0.02107404375,0.02068955128,0.02159484842,0.01994439611,0.01944373961,0.01999258528,0.02015050408,0.01856646686,0.01875711163,0.01954062082,
0.02,0.02060326123,0.02041587943,0.02184704928,0.02023909512,0.01841884379,0.01919754292,0.01947191264,0.02016230616,0.02008890518,0.02112937007,
0.03,0.02097893359,0.0204646934,0.02287427091,0.01997900598,0.01822737866,0.01846918616,0.02000928847,0.01987458867,0.02082036792,0.02187988856,
0.04,0.02109549655,0.02041279404,0.02238618373,0.01944699922,0.01670920631,0.01812432962,0.02087829746,0.02020069579,0.02156397061,0.02250392307,
0.05,0.02268064108,0.0208881671,0.02232079432,0.01986719205,0.01727376258,0.01826126806,0.02017638396,0.02073955372,0.02080656798,0.02279034055,
0.06,0.02515722601,0.02163174289,0.02346083826,0.01797373001,0.0162564565,0.0177494214,0.01834665671,0.0211041641,0.02200949347,0.02255251572,
0.07,0.02414716535,0.02183842206,0.02385139889,0.01799934828,0.01527794169,0.01844841469,0.01948958685,0.02216646952,0.02093369989,0.02225598131,
0.08,0.02478395435,0.0222488278,0.0245151222,0.01886978443,0.0159687929,0.02034332246,0.01959714924,0.02318058602,0.02146076276,0.02322663872,
0.09,0.02415399729,0.02349888042,0.02428826919,0.01891653115,0.01494165881,0.02053691872,0.01800591749,0.02380386066,0.01850561623,0.02488981685,
0.1,0.02450918205,0.02516899776,0.0245179873,0.01667212111,0.01376982859,0.01875634334,0.01556117945,0.02351399301,0.01856787989,0.02462783427,
0.11,0.02454692224,0.02606059726,0.02402378285,0.01637645055,0.01257910104,0.02014342838,0.01564362923,0.02381036209,0.01929043996,0.02411190743,
0.12,0.02502944167,0.0262857935,0.02116187705,0.01493370424,0.01193552244,0.01622636361,0.01635262616,0.02503064122,0.01855069418,0.02322129821,
0.13,0.02719459267,0.02684184634,0.02178339453,0.01499533975,0.01167634271,0.01678052522,0.01515079828,0.02534064467,0.01758883524,0.02484758338,
0.14,0.02718343568,0.02564811279,0.02053345872,0.01540603071,0.01183044812,0.01553783332,0.01581308721,0.02500298725,0.01626208688,0.02416888671,
0.15,0.0269539814,0.02517152165,0.02202194553,0.01658569752,0.01009012048,0.01719283805,0.01629518431,0.02457611409,0.0149477379,0.02413018465,
0.16,0.0251696082,0.02601705299,0.02112879697,0.01851639814,0.009859342684,0.01756453373,0.01687414023,0.02403002165,0.0147126437,0.02397040109,
0.17,0.0259100531,0.02687920562,0.02007453288,0.01833865782,0.008824973385,0.01846403925,0.01709849898,0.02490299805,0.01421638836,0.02325127381,
0.18,0.02597186246,0.02662877762,0.01918273415,0.01732369964,0.008017366287,0.01865889147,0.01715936298,0.024950803,0.0131498278,0.0240863734,
0.19,0.02496154351,0.02558984848,0.01950426494,0.01787459551,0.008298634817,0.01971215016,0.01711857189,0.02520560614,0.0131041392,0.02529540655,
0.2,0.02544104155,0.02283030597,0.0204094988,0.01580053729,0.008695239768,0.02016929178,0.01662396898,0.02424898711,0.01310786912,0.02346835192,
0.21,0.02475243871,0.02335677931,0.0200145243,0.0168389181,0.01087910166,0.0206536029,0.01529141931,0.02619669297,0.01310737528,0.02322654786,
0.22,0.02624762403,0.02283807143,0.0189101617,0.01648468454,0.010926627,0.02052786011,0.0160454815,0.02664141898,0.01465686965,0.02522427989,
0.23,0.02754920315,0.02112291095,0.01980130024,0.01629258782,0.01108672278,0.01999478368,0.01419383113,0.02554946215,0.01488968688,0.02410470386,
0.24,0.02778983014,0.0226129996,0.01709719792,0.01613595537,0.01017797405,0.02038851338,0.01432647919,0.02688641735,0.01530545845,0.02460806022,
0.25,0.02760275737,0.02588771732,0.01733937925,0.01569488761,0.009487556551,0.01847990047,0.01416985304,0.02695382303,0.01642913786,0.02382155809,
0.26,0.02721151882,0.02662665244,0.01696060192,0.01508002592,0.008910870599,0.01813930019,0.0141109457,0.02702279715,0.01679928393,0.02297366485,
0.27,0.02681225759,0.02575502657,0.01733254794,0.01397145772,0.009570632804,0.01911197557,0.01453475957,0.02765104982,0.0163482097,0.02346741348,
0.28,0.02579739751,0.02409259791,0.01782494633,0.01447732374,0.0101229943,0.01884761519,0.01613516217,0.02711824962,0.01605044166,0.02291991796,
0.29,0.02700928223,0.0245554056,0.01846175604,0.0153893274,0.01082820595,0.01895033609,0.01617935851,0.02710364893,0.01702409322,0.02249070038,
0.3,0.02777409877,0.02419549115,0.01989062264,0.01438471254,0.009758603427,0.01939978169,0.01646481479,0.0282320334,0.01674714009,0.02265043971,
0.31,0.02865665789,0.02330307581,0.02007732975,0.01391137531,0.01055095413,0.01904855147,0.01719551991,0.02683731306,0.01699724144,0.02224355222,
0.32,0.02716176949,0.02242880521,0.01999481867,0.01368667123,0.01000514481,0.01839912719,0.01681531275,0.02512215702,0.01756611109,0.02152185091,
0.33,0.02714393997,0.0221908076,0.02061239667,0.01529559294,0.009080461018,0.01969009702,0.01770295053,0.02442273601,0.01742740233,0.0217927979,
0.34,0.0278901755,0.02279765932,0.02145231501,0.01293862492,0.008198453677,0.01847814518,0.01749893175,0.0230430205,0.01626699152,0.02253344977,
0.35,0.02704263456,0.02143925713,0.02155317508,0.01295880719,0.007584761455,0.02020101892,0.01891380788,0.02309243199,0.01535238039,0.02516635263,
0.36,0.02736542784,0.02103551553,0.02252246786,0.01207562199,0.006638462921,0.01852969658,0.01872618584,0.0236243268,0.01557035254,0.02645650944,
0.37,0.02904874064,0.0208606818,0.02035973377,0.01294394262,0.005743280519,0.02039285916,0.01933016459,0.02500797414,0.01485698585,0.02576333335,
0.38,0.02985452184,0.02029144498,0.01987961728,0.01349112073,0.006080288742,0.02015248777,0.01903856937,0.02444614003,0.01508996743,0.02449200107,
0.39,0.03099256642,0.0208796721,0.0176449433,0.0139658018,0.005057554191,0.02047777279,0.01843661665,0.02491489487,0.01383018372,0.02308790055,
0.4,0.03273009392,0.02033448349,0.01846416261,0.01193532519,0.004002304801,0.01837595145,0.01829995177,0.02480983479,0.01256527374,0.02495305754,
0.41,0.03391530051,0.01969976479,0.01944786,0.01237492298,0.003724668189,0.01847008252,0.01799538607,0.02463465943,0.0118572798,0.02451608044,
0.42,0.03401063495,0.01762431738,0.01945847516,0.01321749234,0.003899524957,0.01719405216,0.01890546726,0.02517008078,0.01214442111,0.02291135912,
0.43,0.03369362674,0.01755623852,0.0177445015,0.01205834899,0.003624161023,0.01586687577,0.01853712484,0.02460302152,0.01402361413,0.02241809467,
0.44,0.03320948346,0.01649053631,0.01741139221,0.01299800546,0.004335983787,0.01660082072,0.01768118422,0.02521828643,0.01467351524,0.0230080217,
0.45,0.03209370457,0.01734987979,0.02009467073,0.01466964463,0.003074036525,0.01680754921,0.01698467174,0.02605009296,0.01475908084,0.02386189458,
0.46,0.03226953826,0.01874268823,0.01918214739,0.01318954861,0.004182125342,0.01768762016,0.01559473023,0.02734170264,0.0156240358,0.02359494308,
0.47,0.03285131469,0.01777174422,0.02023475127,0.01324543368,0.002047944782,0.01927224013,0.01523209325,0.02769989017,0.01455265803,0.02301219312,
0.48,0.03202992735,0.01706705806,0.01853791674,0.01401530472,0.002033788653,0.02079604254,0.01500902784,0.02853285812,0.0147480628,0.02263292497,
0.49,0.03109538317,0.0158857342,0.0184902071,0.01260657934,0.001587284963,0.02090992649,0.01472801095,0.02962446431,0.01596731861,0.02426332765,
