0,1,2,3,4,5,6,7,8,9,
0,10,10,10,10,10,10,10,10,10,10,
1,10.97021613,12.65421738,12.89075461,8.061297345,10.91326101,5.563498694,6.980915217,9.793261431,9.563981051,10.47961097,
2,9.146101351,18.19907993,17.58124688,9.105195179,11.89930004,5.047199257,4.851750012,7.254442835,11.48804654,18.7089422,
3,5.671101299,23.9391479,19.01971865,15.38903441,12.24185412,5.456494236,7.209743348,4.501907378,10.38119195,19.37848756,
4,11.44431944,21.00310867,22.46281121,13.84152435,5.398262362,5.125714055,4.682759304,4.527681886,22.24089551,26.0553955,
5,12.55373293,7.931385497,25.06806306,15.30056856,9.758960913,8.007307374,2.045841607,3.44217621,26.51071121,14.13265957,
6,19.74221705,5.949870805,26.88831734,25.0543568,10.96302146,12.37686226,1.909821286,3.258834147,50.60915361,15.57646213,
7,7.340136651,7.123171404,29.03753689,24.0121796,8.088282721,8.494401768,2.669607432,2.516610816,74.31237772,11.83628311,
8,6.374070419,9.255972826,14.31611625,30.21074874,14.64386926,17.25622951,3.511792592,1.397107357,53.36732154,9.495341978,
9,4.493067368,6.911614262,8.09973458,44.85578357,16.16353846,14.13960245,3.938912419,0.9512592657,58.48793487,12.54456,
10,4.923779549,6.476253754,8.174727561,25.15119205,19.68627365,10.02697425,6.154884905,1.011074409,78.3643872,13.77694851,
